merkle_root,count_x,nonce,count_y
c20,115,6d95e,1
c20,115,6b45c,1
c20,115,6a584,1
c20,115,68fb0,1
c20,115,64f02,1
c20,115,5ddfa,1
c20,115,5c8b8,1
c20,115,5b200,1
c20,115,543d5,1
c20,115,710e7,1
c20,115,a6627,1
c20,115,a55a7,1
c20,115,a4dac,1
c20,115,a4541,1
c20,115,a318a,1
c20,115,a2c7f,1
c20,115,a184d,1
c20,115,a1554,1
c20,115,a053b,1
c20,115,83e19,1
c20,115,9e9f2,1
c20,115,9d33e,1
c20,115,9c450,1
c20,115,94d1f,1
c20,115,94944,1
c20,115,914fe,1
c20,115,8e0ea,1
c20,115,8da04,1
c20,115,8ac6d,1
c20,115,8686c,1
c20,115,9efb7,1
c20,115,296ec,1
c20,115,2584c,1
c20,115,22a6c,1
c20,115,2295e,1
c20,115,1e90c,1
c20,115,1d1a0,1
c20,115,1c195,1
c20,115,1bdc2,1
c20,115,19f74,1
c20,115,50fa7,1
c20,115,19303,1
c20,115,181af,1
c20,115,171c1,1
c20,115,161d7,1
c20,115,0f5f0,1
c20,115,0dde9,1
c20,115,0d054,1
c20,115,0c09d,1
c20,115,0b213,1
c20,115,0a45d,1
c20,115,1999b,1
c20,115,4b40b,1
c20,115,4a669,1
c20,115,4a35c,1
c20,115,4376c,1
c20,115,42ce1,1
c20,115,421f0,1
c20,115,40eb8,1
c20,115,40ba5,1
c20,115,4073f,1
c20,115,2c1a3,1
c20,115,3f90b,1
c20,115,3f5d9,1
c20,115,3c628,1
c20,115,3b502,1
c20,115,3aa85,1
c20,115,3a6d3,1
c20,115,39408,1
c20,115,332ec,1
c20,115,318c9,1
c20,115,2d87c,1
c20,115,3feb5,1
ff3,115,5119b,1
ff3,115,4d5ab,1
ff3,115,4aba3,1
ff3,115,493bf,1
ff3,115,46cc0,1
ff3,115,44a7b,1
ff3,115,40ed2,1
ff3,115,4029c,1
ff3,115,3e81c,1
ff3,115,3d0f1,1
ff3,115,3b8af,1
ff3,115,393d2,1
ff3,115,387fd,1
ff3,115,382fe,1
ff3,115,3791b,1
ff3,115,367d2,1
ff3,115,35585,1
ff3,115,34590,1
ff3,115,33871,1
ff3,115,3d490,1
ff3,115,8761c,1
ff3,115,8730f,1
ff3,115,7f285,1
ff3,115,7e7e2,1
ff3,115,7e42e,1
ff3,115,7c594,1
ff3,115,7c3c1,1
ff3,115,782a4,1
ff3,115,75047,1
ff3,115,515d1,1
ff3,115,6cf57,1
ff3,115,6c64c,1
ff3,115,6c127,1
ff3,115,663b7,1
ff3,115,633fd,1
ff3,115,5a075,1
ff3,115,5846b,1
ff3,115,536b5,1
ff3,115,52754,1
ff3,115,523fe,1
ff3,115,72c5e,1
ff3,115,10748,1
ff3,115,0ec5c,1
ff3,115,0e59d,1
ff3,115,0e323,1
ff3,115,0c2b7,1
ff3,115,0b630,1
ff3,115,0a8b1,1
ff3,115,0775c,1
ff3,115,073fc,1
ff3,115,31b76,1
ff3,115,03144,1
ff3,115,00e9c,1
ff3,115,070f3,1
ff3,115,2cdd9,1
ff3,115,296cb,1
ff3,115,26d52,1
ff3,115,26b16,1
ff3,115,26245,1
ff3,115,2575e,1
ff3,115,25650,1
ff3,115,25157,1
ff3,115,21aeb,1
ff3,115,10e0a,1
ff3,115,1df70,1
ff3,115,1d7c5,1
ff3,115,1cff2,1
ff3,115,1cf5b,1
ff3,115,1ae62,1
ff3,115,1ad9b,1
ff3,115,197d2,1
ff3,115,183fe,1
ff3,115,13729,1
ff3,115,12fd6,1
ff3,115,1faa7,1
ff3,115,88c79,1
ff3,115,b8429,1
ff3,115,b730d,1
ff3,115,b3161,1
ff3,115,aa973,1
ff3,115,aa728,1
ff3,115,a893c,1
ff3,115,a86a3,1
ff3,115,a81e8,1
ff3,115,a615d,1
ff3,115,a2136,1
ff3,115,a1435,1
ff3,115,a111c,1
ff3,115,a108d,1
ff3,115,9a02c,1
ff3,115,96a34,1
ff3,115,90dae,1
ff3,115,90778,1
ff3,115,8bc1e,1
ff3,115,89297,1
ff3,115,a4631,1
ff3,115,fc2e6,1
ff3,115,fb03b,1
ff3,115,f9656,1
ff3,115,f86e3,1
ff3,115,f7330,1
ff3,115,f1afb,1
ff3,115,f14c8,1
ff3,115,bb8b5,1
ff3,115,e9831,1
ff3,115,e9111,1
ff3,115,e5033,1
ff3,115,e4553,1
ff3,115,df4f9,1
ff3,115,de1cf,1
ff3,115,d50fe,1
ff3,115,c8fee,1
ff3,115,c5efd,1
ff3,115,c3360,1
ff3,115,ecbb6,1
f72,114,1d02c,1
f72,114,1affa,1
f72,114,17a5b,1
f72,114,17485,1
f72,114,16c85,1
f72,114,13cb4,1
f72,114,13083,1
f72,114,11fa3,1
f72,114,1112e,1
f72,114,0a3b7,1
f72,114,09cbe,1
f72,114,066cc,1
f72,114,04d29,1
f72,114,00cb1,1
f72,114,00663,1
f72,114,0a739,1
f72,114,2295d,1
f72,114,9a761,1
f72,114,96cac,1
f72,114,94ce0,1
f72,114,946e8,1
f72,114,9381c,1
f72,114,9169a,1
f72,114,91539,1
f72,114,90360,1
f72,114,8d82f,1
f72,114,8c3c8,1
f72,114,8c046,1
f72,114,8b416,1
f72,114,878d5,1
f72,114,85021,1
f72,114,838e6,1
f72,114,80c81,1
f72,114,7f692,1
f72,114,7f2d9,1
f72,114,8c4bd,1
f72,114,d02db,1
f72,114,cd0ec,1
f72,114,c8873,1
f72,114,c63e6,1
f72,114,c465e,1
f72,114,bd49c,1
f72,114,bd398,1
f72,114,bd277,1
f72,114,ba869,1
f72,114,9c252,1
f72,114,b85d4,1
f72,114,b57df,1
f72,114,ad694,1
f72,114,ac0d4,1
f72,114,a7416,1
f72,114,a3265,1
f72,114,a2993,1
f72,114,9da78,1
f72,114,9ce37,1
f72,114,9c727,1
f72,114,b9090,1
f72,114,56716,1
f72,114,555dd,1
f72,114,54fd3,1
f72,114,4d914,1
f72,114,4c3ac,1
f72,114,496ee,1
f72,114,47230,1
f72,114,464da,1
f72,114,44c48,1
f72,114,7b9c3,1
f72,114,3f3f9,1
f72,114,3e951,1
f72,114,3d45e,1
f72,114,34d9e,1
f72,114,32b8c,1
f72,114,2d4fa,1
f72,114,269e2,1
f72,114,260f5,1
f72,114,25d29,1
f72,114,240eb,1
f72,114,423c0,1
f72,114,7adc1,1
f72,114,79992,1
f72,114,7957d,1
f72,114,7882e,1
f72,114,786d9,1
f72,114,775af,1
f72,114,763af,1
f72,114,7558c,1
f72,114,74ca9,1
f72,114,56c2c,1
f72,114,71e35,1
f72,114,71252,1
f72,114,6a2c8,1
f72,114,67356,1
f72,114,5fc1b,1
f72,114,5e155,1
f72,114,5a776,1
f72,114,5a3a0,1
f72,114,58af7,1
f72,114,56d26,1
f72,114,73aad,1
f72,114,d3739,1
f72,114,fa8ec,1
f72,114,f6a0f,1
f72,114,f40d5,1
f72,114,f0c57,1
f72,114,ecca2,1
f72,114,e7818,1
f72,114,e4d68,1
f72,114,e16dc,1
f72,114,dce3c,1
f72,114,dc66b,1
f72,114,dad71,1
f72,114,d9eb2,1
f72,114,d83a4,1
f72,114,f295a,1
80c,113,fbd35,1
80c,113,f8358,1
80c,113,f80df,1
80c,113,f131f,1
80c,113,ee7ee,1
80c,113,ed8e2,1
80c,113,e12c9,1
80c,113,e0747,1
80c,113,dfc15,1
80c,113,dfb85,1
80c,113,dcc7d,1
80c,113,d5e4a,1
80c,113,d3f7a,1
80c,113,cd5ae,1
80c,113,cb64e,1
80c,113,e640a,1
80c,113,96a77,1
80c,113,95fb4,1
80c,113,95d23,1
80c,113,95958,1
80c,113,95942,1
80c,113,94ce7,1
80c,113,91c3b,1
80c,113,90e2b,1
80c,113,8e899,1
80c,113,c940c,1
80c,113,8c1c2,1
80c,113,889c7,1
80c,113,84c5c,1
80c,113,845e3,1
80c,113,8125d,1
80c,113,8027a,1
80c,113,7ed3b,1
80c,113,7d2e3,1
80c,113,7cc98,1
80c,113,7752e,1
80c,113,8d532,1
80c,113,c7658,1
80c,113,c6cba,1
80c,113,c40ff,1
80c,113,c0b7a,1
80c,113,bc637,1
80c,113,b9823,1
80c,113,b82d1,1
80c,113,b4d2d,1
80c,113,b47ca,1
80c,113,97e58,1
80c,113,b31bc,1
80c,113,b24eb,1
80c,113,b21d7,1
80c,113,ad48a,1
80c,113,ab6ee,1
80c,113,a7a0f,1
80c,113,a55d9,1
80c,113,a4f5a,1
80c,113,9dd7a,1
80c,113,9d4d6,1
80c,113,b3854,1
80c,113,7734d,1
80c,113,4e4b7,1
80c,113,411b7,1
80c,113,40bfb,1
80c,113,40607,1
80c,113,3c41e,1
80c,113,38cfe,1
80c,113,382aa,1
80c,113,380dc,1
80c,113,3784e,1
80c,113,2efbd,1
80c,113,2d8b3,1
80c,113,2cbf6,1
80c,113,281b7,1
80c,113,26293,1
80c,113,24258,1
80c,113,229a3,1
80c,113,21d22,1
80c,113,1f6af,1
80c,113,1e0f9,1
80c,113,313ee,1
80c,113,75b67,1
80c,113,74815,1
80c,113,73289,1
80c,113,6eec8,1
80c,113,6ed57,1
80c,113,6cd67,1
80c,113,6b74d,1
80c,113,69cea,1
80c,113,64258,1
80c,113,4f7fd,1
80c,113,61f4d,1
80c,113,60813,1
80c,113,5e4cd,1
80c,113,5c084,1
80c,113,5bd80,1
80c,113,57b8e,1
80c,113,5659e,1
80c,113,559b0,1
80c,113,53592,1
80c,113,50551,1
80c,113,6306a,1
80c,113,1a4f4,1
80c,113,18892,1
80c,113,16be7,1
80c,113,16a04,1
80c,113,163bf,1
80c,113,15130,1
80c,113,0b265,1
80c,113,08c49,1
80c,113,077b0,1
80c,113,06114,1
80c,113,00f31,1
80c,113,006f3,1
80c,113,02349,1
415,112,97fe4,1
415,112,9364c,1
415,112,91b16,1
415,112,8c166,1
415,112,8be2d,1
415,112,8b7c3,1
415,112,8ae5f,1
415,112,8ae19,1
415,112,873ca,1
415,112,8369a,1
415,112,834cd,1
415,112,83080,1
415,112,8270d,1
415,112,8145c,1
415,112,8143b,1
415,112,80352,1
415,112,7ef77,1
415,112,7ef57,1
415,112,855aa,1
415,112,dcc71,1
415,112,cd333,1
415,112,ca1d8,1
415,112,ca044,1
415,112,c9819,1
415,112,bc2c2,1
415,112,ba7bd,1
415,112,b546c,1
415,112,b1f6d,1
415,112,99a32,1
415,112,b08c3,1
415,112,b029b,1
415,112,af824,1
415,112,af78b,1
415,112,af3b4,1
415,112,ae707,1
415,112,ad2f0,1
415,112,ac201,1
415,112,ab1c4,1
415,112,a3d96,1
415,112,b0e9d,1
415,112,40a00,1
415,112,403e1,1
415,112,3bdfa,1
415,112,3add0,1
415,112,387b2,1
415,112,37ac1,1
415,112,3775d,1
415,112,35fd2,1
415,112,356c3,1
415,112,7d49f,1
415,112,34434,1
415,112,323a6,1
415,112,31017,1
415,112,308f1,1
415,112,30666,1
415,112,2e946,1
415,112,2d1c8,1
415,112,2c149,1
415,112,29e9e,1
415,112,2853d,1
415,112,34738,1
415,112,7c38f,1
415,112,7a28d,1
415,112,7a10f,1
415,112,76f35,1
415,112,755d8,1
415,112,6bc41,1
415,112,67dc5,1
415,112,6408c,1
415,112,62eee,1
415,112,467c2,1
415,112,620d4,1
415,112,60a65,1
415,112,5d888,1
415,112,56763,1
415,112,56311,1
415,112,561e5,1
415,112,4a96d,1
415,112,4a062,1
415,112,487c4,1
415,112,46d9d,1
415,112,629bd,1
415,112,de8d5,1
415,112,fd8f9,1
415,112,fbaeb,1
415,112,f8ba9,1
415,112,f6f3b,1
415,112,f33db,1
415,112,f2eee,1
415,112,eaf0c,1
415,112,e862f,1
415,112,e5164,1
415,112,e308a,1
415,112,2846f,1
415,112,20893,1
415,112,1f9ce,1
415,112,1d3f7,1
415,112,1cad1,1
415,112,15cba,1
415,112,130cd,1
415,112,11373,1
415,112,110c1,1
415,112,0aa30,1
415,112,0a791,1
415,112,08fc7,1
415,112,08b51,1
415,112,085fa,1
415,112,08382,1
415,112,04cb4,1
415,112,04c33,1
415,112,01b8e,1
415,112,0a970,1
93d,112,8df62,1
93d,112,8d9d2,1
93d,112,8971e,1
93d,112,85563,1
93d,112,8506c,1
93d,112,847fd,1
93d,112,8440a,1
93d,112,7ec12,1
93d,112,7cde6,1
93d,112,7607a,1
93d,112,75e52,1
93d,112,7305a,1
93d,112,6e544,1
93d,112,6e448,1
93d,112,6d25e,1
93d,112,6c090,1
93d,112,695c8,1
93d,112,67dcd,1
93d,112,7941b,1
93d,112,c92f5,1
93d,112,c8401,1
93d,112,c5003,1
93d,112,c2c88,1
93d,112,bff3d,1
93d,112,be963,1
93d,112,bc275,1
93d,112,b6ff8,1
93d,112,b6d10,1
93d,112,95173,1
93d,112,aedee,1
93d,112,aceec,1
93d,112,a9527,1
93d,112,a49f6,1
93d,112,a113b,1
93d,112,9e67d,1
93d,112,9e49a,1
93d,112,9a735,1
93d,112,970c0,1
93d,112,96433,1
93d,112,b67ba,1
93d,112,3b6ed,1
93d,112,3b263,1
93d,112,37606,1
93d,112,35650,1
93d,112,32d92,1
93d,112,3046b,1
93d,112,303c9,1
93d,112,2e5d7,1
93d,112,2da4a,1
93d,112,64f5c,1
93d,112,2c00d,1
93d,112,2b7a0,1
93d,112,2a32b,1
93d,112,25e8d,1
93d,112,25e24,1
93d,112,2540c,1
93d,112,226cd,1
93d,112,21af2,1
93d,112,20d59,1
93d,112,1db60,1
93d,112,2d428,1
93d,112,6422e,1
93d,112,62b07,1
93d,112,616e5,1
93d,112,5f64c,1
93d,112,5d64a,1
93d,112,5ae2c,1
93d,112,58aa8,1
93d,112,5882d,1
93d,112,580ea,1
93d,112,3c4eb,1
93d,112,52a4b,1
93d,112,4f164,1
93d,112,4ce83,1
93d,112,4cd56,1
93d,112,4bd2c,1
93d,112,49a41,1
93d,112,45b73,1
93d,112,3f1d5,1
93d,112,3d718,1
93d,112,3cb8c,1
93d,112,567f9,1
93d,112,c96e5,1
93d,112,f8a97,1
93d,112,f8110,1
93d,112,f5988,1
93d,112,eed3f,1
93d,112,ed991,1
93d,112,ed19a,1
93d,112,eb18b,1
93d,112,e1f5a,1
93d,112,e16d5,1
93d,112,e0e36,1
93d,112,dd924,1
93d,112,cc17e,1
93d,112,cad6d,1
93d,112,f0cc3,1
93d,112,19f72,1
93d,112,192f0,1
93d,112,191cd,1
93d,112,15cd8,1
93d,112,15a1c,1
93d,112,154e7,1
93d,112,1524c,1
93d,112,147b8,1
93d,112,1463a,1
93d,112,0ce0b,1
93d,112,0a266,1
93d,112,08b8b,1
93d,112,01945,1
93d,112,01616,1
93d,112,0c605,1
542,112,26bf0,1
542,112,26b2b,1
542,112,24715,1
542,112,24132,1
542,112,23364,1
542,112,22010,1
542,112,1c8f4,1
542,112,1bbde,1
542,112,19d95,1
542,112,16206,1
542,112,159f5,1
542,112,1513b,1
542,112,11cf7,1
542,112,0f9fc,1
542,112,0a62e,1
542,112,09a2b,1
542,112,0956a,1
542,112,08a40,1
542,112,18ee7,1
542,112,479f0,1
542,112,43c09,1
542,112,40968,1
542,112,4062b,1
542,112,3d6cb,1
542,112,3d137,1
542,112,3c4e7,1
542,112,3c22b,1
542,112,3a0dc,1
542,112,273f9,1
542,112,35ce0,1
542,112,358f2,1
542,112,35764,1
542,112,3435b,1
542,112,338d1,1
542,112,30665,1
542,112,2c4a1,1
542,112,29c10,1
542,112,296c1,1
542,112,29264,1
542,112,39c7d,1
542,112,076cd,1
542,112,06bfb,1
542,112,0455f,1
542,112,02f85,1
542,112,02975,1
542,112,e8ed6,1
542,112,e64b4,1
542,112,e538e,1
542,112,e4715,1
542,112,e4499,1
542,112,ded7a,1
542,112,da77b,1
542,112,d9c93,1
542,112,d3f87,1
542,112,49207,1
542,112,d2d94,1
542,112,d1bf4,1
542,112,d06ac,1
542,112,d01bb,1
542,112,cf1c8,1
542,112,ce545,1
542,112,cd95f,1
542,112,ccd5a,1
542,112,ca88d,1
542,112,c9d5b,1
542,112,d3499,1
542,112,f1ad5,1
542,112,fb70e,1
542,112,f8b70,1
542,112,f4d8a,1
542,112,9141d,1
542,112,8fef7,1
542,112,8b167,1
542,112,8a900,1
542,112,8a112,1
542,112,8a0f2,1
542,112,87988,1
542,112,86679,1
542,112,86450,1
542,112,c3f9c,1
542,112,82f87,1
542,112,738c9,1
542,112,71711,1
542,112,6df27,1
542,112,6b60d,1
542,112,69b69,1
542,112,658d6,1
542,112,5a7b1,1
542,112,58f4a,1
542,112,50836,1
542,112,8575a,1
542,112,c3cfa,1
542,112,c2adb,1
542,112,c2955,1
542,112,c1ab7,1
542,112,bae47,1
542,112,b9f59,1
542,112,b9159,1
542,112,b6797,1
542,112,b6022,1
542,112,9325e,1
542,112,ab15c,1
542,112,a927b,1
542,112,a8d4f,1
542,112,a5108,1
542,112,a4b7c,1
542,112,9f126,1
542,112,9eec6,1
542,112,98425,1
542,112,95419,1
542,112,9533c,1
542,112,ac66c,1
748,112,b4bf6,1
748,112,acf7d,1
748,112,ac0f4,1
748,112,aae06,1
748,112,a8d3e,1
748,112,a7ce6,1
748,112,a70f5,1
748,112,a4106,1
748,112,a37b9,1
748,112,9dd06,1
748,112,9cf12,1
748,112,997e9,1
748,112,98f30,1
748,112,98844,1
748,112,9838f,1
748,112,972ce,1
748,112,960cb,1
748,112,8c309,1
748,112,8386c,1
748,112,9f00d,1
748,112,ff2bd,1
748,112,f88db,1
748,112,f1303,1
748,112,ec2fc,1
748,112,eaaea,1
748,112,e8ffe,1
748,112,e157f,1
748,112,b5488,1
748,112,ddad7,1
748,112,d7f25,1
748,112,d2223,1
748,112,ca77d,1
748,112,c1285,1
748,112,bd5a5,1
748,112,bb464,1
748,112,ba348,1
748,112,b704f,1
748,112,b685c,1
748,112,ddfc7,1
748,112,828a1,1
748,112,547e3,1
748,112,546e7,1
748,112,51bef,1
748,112,4f148,1
748,112,4e22c,1
748,112,4dc32,1
748,112,46dc1,1
748,112,45ebb,1
748,112,458ea,1
748,112,43172,1
748,112,3a846,1
748,112,39e87,1
748,112,39a29,1
748,112,38a86,1
748,112,38077,1
748,112,377f8,1
748,112,3212a,1
748,112,3011c,1
748,112,2e2ca,1
748,112,456e2,1
748,112,7e642,1
748,112,7dd82,1
748,112,78845,1
748,112,782b4,1
748,112,73e5b,1
748,112,72c99,1
748,112,716f6,1
748,112,6c5e2,1
748,112,6ae46,1
748,112,54cfb,1
748,112,6a105,1
748,112,678b7,1
748,112,62ded,1
748,112,625c0,1
748,112,60f5f,1
748,112,5d72b,1
748,112,5c1c6,1
748,112,5b90f,1
748,112,5aa08,1
748,112,576a0,1
748,112,6a422,1
748,112,06ccc,1
748,112,0613a,1
748,112,0518f,1
748,112,04ca9,1
748,112,046d3,1
748,112,027b6,1
748,112,0145c,1
748,112,013d8,1
748,112,01399,1
748,112,2c6a8,1
748,112,2c5d2,1
748,112,2a9e0,1
748,112,28661,1
748,112,256d9,1
748,112,25386,1
748,112,24df4,1
748,112,23001,1
748,112,1c0dc,1
748,112,1ab27,1
748,112,06df9,1
748,112,14cbe,1
748,112,146fe,1
748,112,13453,1
748,112,11d0d,1
748,112,0e4f2,1
748,112,0ba20,1
748,112,0b82e,1
748,112,0b334,1
748,112,077d7,1
748,112,07703,1
748,112,16ff6,1
cda,112,5fc0a,1
cda,112,5f819,1
cda,112,5e638,1
cda,112,5e54e,1
cda,112,5b771,1
cda,112,5b5ec,1
cda,112,57262,1
cda,112,552c7,1
cda,112,5159c,1
cda,112,4b4a2,1
cda,112,4b13b,1
cda,112,4a51d,1
cda,112,4408a,1
cda,112,43036,1
cda,112,413aa,1
cda,112,405a5,1
cda,112,3c2fe,1
cda,112,39a1d,1
cda,112,50aea,1
cda,112,815fc,1
cda,112,7d941,1
cda,112,7c7aa,1
cda,112,7a9af,1
cda,112,7a0c6,1
cda,112,784b4,1
cda,112,76beb,1
cda,112,751e5,1
cda,112,74af7,1
cda,112,621af,1
cda,112,72fcb,1
cda,112,72fbd,1
cda,112,7287e,1
cda,112,71e74,1
cda,112,6d6cb,1
cda,112,6a8bd,1
cda,112,63dbc,1
cda,112,635d8,1
cda,112,6304b,1
cda,112,625fb,1
cda,112,733fb,1
cda,112,14558,1
cda,112,11dbc,1
cda,112,110d3,1
cda,112,0f074,1
cda,112,0e65b,1
cda,112,0e4a8,1
cda,112,0a619,1
cda,112,0720b,1
cda,112,016ea,1
cda,112,3839e,1
cda,112,381fb,1
cda,112,37638,1
cda,112,2d8a7,1
cda,112,2d698,1
cda,112,2bac2,1
cda,112,2a790,1
cda,112,2a26f,1
cda,112,295e2,1
cda,112,29239,1
cda,112,16892,1
cda,112,2678d,1
cda,112,2646c,1
cda,112,25b30,1
cda,112,22f9d,1
cda,112,2121f,1
cda,112,1f92f,1
cda,112,1b68e,1
cda,112,18db0,1
cda,112,18aa0,1
cda,112,18434,1
cda,112,27baf,1
cda,112,8870f,1
cda,112,b44e0,1
cda,112,b40c8,1
cda,112,b3e88,1
cda,112,b13d7,1
cda,112,ad383,1
cda,112,aca65,1
cda,112,ab288,1
cda,112,a142e,1
cda,112,a0f92,1
cda,112,9e063,1
cda,112,9b375,1
cda,112,9a5ad,1
cda,112,9a347,1
cda,112,96674,1
cda,112,95a38,1
cda,112,93459,1
cda,112,91bdb,1
cda,112,914cd,1
cda,112,8c812,1
cda,112,9f044,1
cda,112,f63c8,1
cda,112,f5d11,1
cda,112,ec5b0,1
cda,112,eb446,1
cda,112,eadb6,1
cda,112,e576b,1
cda,112,e2797,1
cda,112,dd148,1
cda,112,b7d3f,1
cda,112,d8f00,1
cda,112,d511d,1
cda,112,d0020,1
cda,112,cd5cc,1
cda,112,c8a9e,1
cda,112,c3891,1
cda,112,c17b6,1
cda,112,bece5,1
